date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
2014-10-15,Nigeria,Sudan,3,1,African Cup of Nations qualification,Abuja,Nigeria,False,Nigeria
2014-10-15,Tunisia,Senegal,1,0,African Cup of Nations qualification,Monastir,Tunisia,False,Tunisia
2014-11-12,Argentina,Croatia,2,1,Friendly,London,England,True,Argentina
2014-11-12,Belgium,Iceland,3,1,Friendly,Brussels,Belgium,False,Belgium
2014-11-12,Netherlands,Mexico,2,3,Friendly,Amsterdam,Netherlands,False,Mexico
2014-11-12,Norway,Estonia,0,1,Friendly,Oslo,Norway,False,Estonia
2014-11-12,Turkey,Brazil,0,4,Friendly,Istanbul,Turkey,False,Brazil
2014-11-13,Morocco,Benin,6,1,Friendly,Agadir,Morocco,False,Morocco
2014-11-13,Uruguay,Costa Rica,3,3,Friendly,Montevideo,Uruguay,False,TIE
2014-11-14,Botswana,Tunisia,0,0,African Cup of Nations qualification,Gaborone,Botswana,False,TIE
2014-11-14,France,Albania,1,1,Friendly,Rennes,France,False,TIE
2014-11-14,Georgia,Poland,0,4,UEFA Euro qualification,Tbilisi,Georgia,False,Poland
2014-11-14,Germany,Gibraltar,4,0,UEFA Euro qualification,Nuremberg,Germany,False,Germany
2014-11-14,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary
2014-11-14,Japan,Honduras,6,0,Friendly,Toyota,Japan,False,Japan
2014-11-14,Paraguay,Peru,2,1,Friendly,Luque,Paraguay,False,Paraguay
2014-11-14,Portugal,Armenia,1,0,UEFA Euro qualification,Faro,Portugal,False,Portugal
2014-11-14,Romania,Northern Ireland,2,0,UEFA Euro qualification,Bucharest,Romania,False,Romania
2014-11-14,Scotland,Republic of Ireland,1,0,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
2014-11-14,Serbia,Denmark,1,3,UEFA Euro qualification,Belgrade,Serbia,False,Denmark
2014-11-14,United States,Colombia,1,2,Friendly,London,England,True,Colombia
2014-11-15,Algeria,Ethiopia,3,1,African Cup of Nations qualification,Blida,Algeria,False,Algeria
2014-11-15,Austria,Russia,1,0,UEFA Euro qualification,Vienna,Austria,False,Austria
2014-11-15,Cameroon,DR Congo,1,0,African Cup of Nations qualification,YaoundÃ©,Cameroon,False,Cameroon
2014-11-15,Congo,Nigeria,0,2,African Cup of Nations qualification,Pointe-Noire,Congo,False,Nigeria
2014-11-15,Egypt,Senegal,0,1,African Cup of Nations qualification,Cairo,Egypt,False,Senegal
2014-11-15,England,Slovenia,3,1,UEFA Euro qualification,London,England,False,England
2014-11-15,Luxembourg,Ukraine,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,False,Ukraine
2014-11-15,North Macedonia,Slovakia,0,2,UEFA Euro qualification,Skopje,North Macedonia,False,Slovakia
2014-11-15,Malawi,Mali,2,0,African Cup of Nations qualification,Blantyre,Malawi,False,Malawi
2014-11-15,Montenegro,Sweden,1,1,UEFA Euro qualification,Podgorica,Montenegro,False,TIE
2014-11-15,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain,False,Spain
2014-11-15,Switzerland,Lithuania,4,0,UEFA Euro qualification,St. Gallen,Switzerland,False,Switzerland
2014-11-16,Azerbaijan,Norway,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,Norway
2014-11-16,Belgium,Wales,0,0,UEFA Euro qualification,Brussels,Belgium,False,TIE
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,False,TIE
2014-11-16,Morocco,Zimbabwe,2,1,Friendly,Agadir,Morocco,False,Morocco
2014-11-16,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,False,Netherlands
2014-11-18,Austria,Brazil,1,2,Friendly,Vienna,Austria,False,Brazil
2014-11-18,Belarus,Mexico,3,2,Friendly,Barysaw,Belarus,False,Belarus
2014-11-18,Bolivia,Venezuela,3,2,Friendly,La Paz,Bolivia,False,Bolivia
2014-11-18,Chile,Uruguay,1,2,Friendly,Santiago,Chile,False,Uruguay
2014-11-18,France,Sweden,1,0,Friendly,Marseille,France,False,France
2014-11-18,Greece,Serbia,0,2,Friendly,PerivÃ³lia,Greece,False,Serbia
2014-11-18,Hungary,Russia,1,2,Friendly,Budapest,Hungary,False,Russia
2014-11-18,Italy,Albania,1,0,Friendly,Genoa,Italy,False,Italy
2014-11-18,Japan,Australia,2,1,Friendly,Osaka,Japan,False,Japan
2014-11-18,Panama,Canada,0,0,Friendly,Panama City,Panama,False,TIE
2014-11-18,Peru,Paraguay,2,1,Friendly,Lima,Peru,False,Peru
2014-11-18,Portugal,Argentina,1,0,Friendly,Manchester,England,True,Portugal
2014-11-18,Romania,Denmark,2,0,Friendly,Bucharest,Romania,False,Romania
2014-11-18,Scotland,England,1,3,Friendly,Glasgow,Scotland,False,England
2014-11-18,Slovakia,Finland,2,1,Friendly,Å½ilina,Slovakia,False,Slovakia
2014-11-18,Slovenia,Colombia,0,1,Friendly,Ljubljana,Slovenia,False,Colombia
2014-11-18,Spain,Germany,0,1,Friendly,Vigo,Spain,False,Germany
2014-11-18,Ukraine,Lithuania,0,0,Friendly,Kyiv,Ukraine,False,TIE
2014-11-19,Ivory Coast,Cameroon,0,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,TIE
2014-11-19,Mali,Algeria,2,0,African Cup of Nations qualification,Bamako,Mali,False,Mali
2014-11-19,Nigeria,South Africa,2,2,African Cup of Nations qualification,Uyo,Nigeria,False,TIE
2014-11-19,Senegal,Botswana,3,0,African Cup of Nations qualification,Dakar,Senegal,False,Senegal
2014-11-19,Tunisia,Egypt,2,1,African Cup of Nations qualification,Monastir,Tunisia,False,Tunisia
2015-01-07,Cameroon,DR Congo,1,1,Friendly,YaoundÃ©,Cameroon,False,TIE
2015-01-09,Australia,Kuwait,4,1,AFC Asian Cup,Melbourne,Australia,False,Australia
2015-01-09,Senegal,Gabon,1,0,Friendly,Casablanca,Morocco,True,Senegal
2015-01-10,Cameroon,South Africa,1,1,Friendly,Libreville,Gabon,True,TIE
2015-01-11,Nigeria,Ivory Coast,0,1,Friendly,Abu Dhabi,United Arab Emirates,True,Ivory Coast
2015-01-11,Tunisia,Algeria,1,1,Friendly,RadÃ¨s,Tunisia,False,TIE
2015-01-12,Japan,Palestine,4,0,AFC Asian Cup,Newcastle,Australia,True,Japan
2015-01-13,Australia,Oman,4,0,AFC Asian Cup,Sydney,Australia,False,Australia
2015-01-13,Senegal,Guinea,5,2,Friendly,Casablanca,Morocco,True,Senegal
2015-01-14,Mali,South Africa,0,3,Friendly,Libreville,Gabon,True,South Africa
2015-01-15,Sweden,Ivory Coast,2,0,Friendly,Abu Dhabi,United Arab Emirates,True,Sweden
2015-01-16,Canada,Iceland,1,2,Friendly,Orlando,United States,True,Iceland
2015-01-16,Iraq,Japan,0,1,AFC Asian Cup,Brisbane,Australia,True,Japan
2015-01-17,Australia,South Korea,0,1,AFC Asian Cup,Brisbane,Australia,False,South Korea
2015-01-17,Yemen,Nigeria,0,2,Friendly,Dubai,United Arab Emirates,True,Nigeria
2015-01-18,Tunisia,Cape Verde,1,1,African Cup of Nations,EbebiyÃ­n,Equatorial Guinea,True,TIE
2015-01-19,Algeria,South Africa,3,1,African Cup of Nations,Mongomo,Equatorial Guinea,True,Algeria
2015-01-19,Canada,Iceland,1,1,Friendly,Orlando,United States,True,TIE
2015-01-19,Finland,Sweden,1,0,Friendly,Abu Dhabi,United Arab Emirates,True,Finland
2015-01-19,Ghana,Senegal,1,2,African Cup of Nations,Mongomo,Equatorial Guinea,True,Senegal
2015-01-20,Japan,Jordan,2,0,AFC Asian Cup,Melbourne,Australia,True,Japan
2015-01-20,Mali,Cameroon,1,1,African Cup of Nations,Malabo,Equatorial Guinea,True,TIE
2015-01-22,Australia,China PR,2,0,AFC Asian Cup,Brisbane,Australia,False,Australia
2015-01-22,Zambia,Tunisia,1,2,African Cup of Nations,EbebiyÃ­n,Equatorial Guinea,True,Tunisia
2015-01-23,Ghana,Algeria,1,0,African Cup of Nations,Mongomo,Equatorial Guinea,True,Ghana
2015-01-23,Japan,United Arab Emirates,1,1,AFC Asian Cup,Sydney,Australia,True,United Arab Emirates
2015-01-23,South Africa,Senegal,1,1,African Cup of Nations,Mongomo,Equatorial Guinea,True,TIE
2015-01-24,Cameroon,Guinea,1,1,African Cup of Nations,Malabo,Equatorial Guinea,True,TIE
2015-01-24,Ivory Coast,Mali,1,1,African Cup of Nations,Malabo,Equatorial Guinea,True,TIE
2015-01-26,DR Congo,Tunisia,1,1,African Cup of Nations,Bata,Equatorial Guinea,True,TIE
2015-01-27,Australia,United Arab Emirates,2,0,AFC Asian Cup,Newcastle,Australia,False,Australia
2015-01-27,Senegal,Algeria,0,2,African Cup of Nations,Malabo,Equatorial Guinea,True,Algeria
2015-01-28,Cameroon,Ivory Coast,0,1,African Cup of Nations,Malabo,Equatorial Guinea,True,Ivory Coast
2015-01-28,Chile,United States,3,2,Friendly,Rancagua,Chile,False,Chile
2015-01-28,Guinea,Mali,1,1,African Cup of Nations,Mongomo,Equatorial Guinea,True,TIE
2015-01-31,Australia,South Korea,2,1,AFC Asian Cup,Sydney,Australia,False,Australia
2015-01-31,Equatorial Guinea,Tunisia,2,1,African Cup of Nations,Bata,Equatorial Guinea,False,Equatorial Guinea
2015-02-01,Ivory Coast,Algeria,3,1,African Cup of Nations,Malabo,Equatorial Guinea,True,Ivory Coast
2015-02-04,Honduras,Venezuela,2,3,Friendly,San Pedro Sula,Honduras,False,Venezuela
2015-02-08,United States,Panama,2,0,Friendly,Carson,United States,False,United States
2015-03-25,Denmark,United States,3,2,Friendly,Aarhus,Denmark,False,Denmark
2015-03-25,Gabon,Mali,4,3,Friendly,Beauvais,France,True,Gabon
2015-03-25,Germany,Australia,2,2,Friendly,Kaiserslautern,Germany,False,TIE
2015-03-25,Indonesia,Cameroon,0,1,Friendly,Sidoarjo,Indonesia,False,Cameroon
2015-03-25,Nigeria,Uganda,0,1,Friendly,Uyo,Nigeria,False,Uganda
2015-03-25,Scotland,Northern Ireland,1,0,Friendly,Glasgow,Scotland,False,Scotland
2015-03-26,Bahrain,Colombia,0,6,Friendly,Riffa,Bahrain,False,Colombia
2015-03-26,Chile,Iran,0,2,Friendly,Sankt PÃ¶lten,Austria,True,Iran
2015-03-26,Egypt,Equatorial Guinea,2,0,Friendly,Cairo,Egypt,False,Egypt
2015-03-26,France,Brazil,1,3,Friendly,Saint-Denis,France,False,Brazil
2015-03-26,Qatar,Algeria,1,0,Friendly,Doha,Qatar,False,Qatar
2015-03-27,Canada,Guatemala,1,0,Friendly,Fort Lauderdale,United States,True,Canada
2015-03-27,England,Lithuania,4,0,UEFA Euro qualification,London,England,False,England
2015-03-27,Japan,Tunisia,2,0,Kirin Challenge Cup,Åita,Japan,False,Japan
2015-03-27,Liechtenstein,Austria,0,5,UEFA Euro qualification,Vaduz,Liechtenstein,False,Austria
2015-03-27,Moldova,Sweden,0,2,UEFA Euro qualification,ChiÈinÄu,Moldova,False,Sweden
2015-03-27,Slovakia,Luxembourg,3,0,UEFA Euro qualification,Å½ilina,Slovakia,False,Slovakia
2015-03-27,Spain,Ukraine,1,0,UEFA Euro qualification,Seville,Spain,False,Spain
2015-03-27,Switzerland,Estonia,3,0,UEFA Euro qualification,Lucerne,Switzerland,False,Switzerland
2015-03-27,Trinidad and Tobago,Panama,0,1,Friendly,Couva,Trinidad and Tobago,False,Panama
2015-03-28,Argentina,El Salvador,2,0,Friendly,Summerfield,United States,True,Argentina
2015-03-28,Belgium,Cyprus,5,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium
2015-03-28,Bulgaria,Italy,2,2,UEFA Euro qualification,Sofia,Bulgaria,False,TIE
2015-03-28,Croatia,Norway,5,1,UEFA Euro qualification,Zagreb,Croatia,False,Croatia
2015-03-28,Ghana,Senegal,1,2,Friendly,Le Havre,France,True,Senegal
2015-03-28,Israel,Wales,0,3,UEFA Euro qualification,Haifa,Israel,False,Wales
2015-03-28,Morocco,Uruguay,0,1,Friendly,Agadir,Morocco,False,Uruguay
2015-03-28,Netherlands,Turkey,1,1,UEFA Euro qualification,Amsterdam,Netherlands,False,TIE
2015-03-29,Brazil,Chile,1,0,Friendly,London,England,True,Brazil
2015-03-29,France,Denmark,2,0,Friendly,Saint-Ãtienne,France,False,France
2015-03-29,Georgia,Germany,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,Germany
2015-03-29,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False,TIE
2015-03-29,Republic of Ireland,Poland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,TIE
2015-03-29,Portugal,Serbia,2,1,UEFA Euro qualification,Lisbon,Portugal,False,Portugal
2015-03-29,Romania,Faroe Islands,1,0,UEFA Euro qualification,PloieÈti,Romania,False,Romania
2015-03-29,Scotland,Gibraltar,6,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland
2015-03-29,South Africa,Nigeria,1,1,Friendly,Nelspruit,South Africa,False,TIE
2015-03-30,Kuwait,Colombia,1,3,Friendly,Abu Dhabi,United Arab Emirates,True,Colombia
2015-03-30,North Macedonia,Australia,0,0,Friendly,Skopje,North Macedonia,False,TIE
2015-03-30,Oman,Algeria,1,4,Friendly,Doha,Qatar,True,Algeria
2015-03-30,Thailand,Cameroon,2,3,Friendly,Nonthaburi,Thailand,False,Cameroon
2015-03-31,Argentina,Ecuador,2,1,Friendly,East Rutherford,United States,True,Argentina
2015-03-31,Austria,Bosnia and Herzegovina,1,1,Friendly,Vienna,Austria,False,TIE
2015-03-31,China PR,Tunisia,1,1,Friendly,Nanjing,China PR,False,TIE
2015-03-31,Ghana,Mali,1,1,Friendly,Paris,France,True,TIE
2015-03-31,Israel,Belgium,0,1,UEFA Euro qualification,Jerusalem,Israel,False,Belgium
2015-03-31,Italy,England,1,1,Friendly,Turin,Italy,False,TIE
2015-03-31,Japan,Uzbekistan,5,1,Friendly,ChÅfu,Japan,False,Japan
2015-03-31,Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands
2015-03-31,Panama,Costa Rica,2,1,Friendly,Panama City,Panama,False,Panama
2015-03-31,Peru,Venezuela,0,1,Friendly,Fort Lauderdale,United States,True,Venezuela
2015-03-31,Portugal,Cape Verde,0,2,Friendly,Estoril,Portugal,False,Cape Verde
2015-03-31,Russia,Kazakhstan,0,0,Friendly,Khimki,Russia,False,TIE
2015-03-31,Slovakia,Czech Republic,1,0,Friendly,Å½ilina,Slovakia,False,Slovakia
2015-03-31,Sweden,Iran,3,1,Friendly,Solna,Sweden,False,Sweden
2015-03-31,Switzerland,United States,1,1,Friendly,ZÃ¼rich,Switzerland,False,TIE
2015-03-31,Ukraine,Latvia,1,1,Friendly,Lviv,Ukraine,False,TIE
2015-04-15,United States,Mexico,2,0,Friendly,San Antonio,United States,False,United States
2015-05-30,Mexico,Guatemala,3,0,Friendly,Tuxtla GutiÃ©rrez,Mexico,False,Mexico
2015-06-03,Panama,Ecuador,1,1,Friendly,Panama City,Panama,False,TIE
2015-06-05,Hungary,Lithuania,4,0,Friendly,Debrecen,Hungary,False,Hungary
2015-06-05,Netherlands,United States,3,4,Friendly,Amsterdam,Netherlands,False,United States
2015-06-05,Scotland,Qatar,1,0,Friendly,Edinburgh,Scotland,False,Scotland
2015-06-06,Argentina,Bolivia,5,0,Friendly,San Juan,Argentina,False,Argentina
2015-06-06,Burkina Faso,Cameroon,2,3,Friendly,Colombes,France,True,Cameroon
2015-06-06,Colombia,Costa Rica,1,0,Friendly,Buenos Aires,Argentina,True,Colombia
2015-06-06,Ecuador,Panama,4,0,Friendly,Portoviejo,Ecuador,False,Ecuador
2015-06-06,Uruguay,Guatemala,5,1,Friendly,Montevideo,Uruguay,False,Uruguay
2015-06-07,Brazil,Mexico,2,0,Friendly,SÃ£o Paulo,Brazil,False,Brazil
2015-06-07,Croatia,Gibraltar,4,0,Friendly,VaraÅ¾din,Croatia,False,Croatia
2015-06-07,France,Belgium,3,4,Friendly,Saint-Denis,France,False,Belgium
2015-06-07,Republic of Ireland,England,0,0,Friendly,Dublin,Republic of Ireland,False,TIE
2015-06-07,Russia,Belarus,4,2,Friendly,Khimki,Russia,False,Russia
2015-06-07,Serbia,Azerbaijan,4,1,Friendly,Sankt PÃ¶lten,Austria,True,Serbia
2015-06-08,Denmark,Montenegro,2,1,Friendly,Viborg,Denmark,False,Denmark
2015-06-08,Egypt,Malawi,2,1,Friendly,Alexandria,Egypt,False,Egypt
2015-06-08,Norway,Sweden,0,0,Friendly,Oslo,Norway,False,TIE
2015-06-09,DR Congo,Cameroon,1,1,Friendly,Mons,Belgium,True,TIE
2015-06-09,Georgia,Ukraine,1,2,Friendly,Linz,Austria,True,Ukraine
2015-06-10,Brazil,Honduras,1,0,Friendly,Porto Alegre,Brazil,False,Brazil
2015-06-10,Germany,United States,1,2,Friendly,Cologne,Germany,False,United States
2015-06-10,Switzerland,Liechtenstein,3,0,Friendly,Thun,Switzerland,False,Switzerland
2015-06-11,Chile,Ecuador,2,0,Copa AmÃ©rica,Santiago,Chile,False,Chile
2015-06-11,Japan,Iraq,4,0,Kirin Challenge Cup,Yokohama,Japan,False,Japan
2015-06-11,Spain,Costa Rica,2,1,Friendly,LeÃ³n,Spain,False,Spain
2015-06-11,Dominica,Canada,0,2,FIFA World Cup qualification,Roseau,Dominica,False,Canada
2015-06-12,Croatia,Italy,1,1,UEFA Euro qualification,Split,Croatia,False,TIE
2015-06-12,Latvia,Netherlands,0,2,UEFA Euro qualification,Riga,Latvia,False,Netherlands
2015-06-12,Mexico,Bolivia,0,0,Copa AmÃ©rica,ViÃ±a del Mar,Chile,True,TIE
2015-06-12,Morocco,Libya,1,0,African Cup of Nations qualification,Agadir,Morocco,False,Morocco
2015-06-12,Norway,Azerbaijan,0,0,UEFA Euro qualification,Oslo,Norway,False,TIE
2015-06-12,Tunisia,Djibouti,8,1,African Cup of Nations qualification,RadÃ¨s,Tunisia,False,Tunisia
2015-06-12,Wales,Belgium,1,0,UEFA Euro qualification,Cardiff,Wales,False,Wales
2015-06-13,Albania,France,1,0,Friendly,Elbasan,Albania,False,Albania
2015-06-13,Algeria,Seychelles,4,0,African Cup of Nations qualification,Blida,Algeria,False,Algeria
2015-06-13,Argentina,Paraguay,2,2,Copa AmÃ©rica,La Serena,Chile,True,TIE
2015-06-13,Armenia,Portugal,2,3,UEFA Euro qualification,Yerevan,Armenia,False,Portugal
2015-06-13,Denmark,Serbia,2,0,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark
2015-06-13,Finland,Hungary,0,1,UEFA Euro qualification,Helsinki,Finland,False,Hungary
2015-06-13,Gibraltar,Germany,0,7,UEFA Euro qualification,Faro,Portugal,True,Germany
2015-06-13,Republic of Ireland,Scotland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,TIE
2015-06-13,Mali,South Sudan,2,0,African Cup of Nations qualification,Bamako,Mali,False,Mali
2015-06-13,Nigeria,Chad,2,0,African Cup of Nations qualification,Kaduna,Nigeria,False,Nigeria
2015-06-13,Northern Ireland,Romania,0,0,UEFA Euro qualification,Belfast,Northern Ireland,False,TIE
2015-06-13,Poland,Georgia,4,0,UEFA Euro qualification,Warsaw,Poland,False,Poland
2015-06-13,Senegal,Burundi,3,1,African Cup of Nations qualification,Dakar,Senegal,False,Senegal
2015-06-13,Uruguay,Jamaica,1,0,Copa AmÃ©rica,Antofagasta,Chile,True,Uruguay
2015-06-14,Belarus,Spain,0,1,UEFA Euro qualification,Barysaw,Belarus,False,Spain
2015-06-14,Brazil,Peru,2,1,Copa AmÃ©rica,Temuco,Chile,True,Brazil
2015-06-14,Cameroon,Mauritania,1,0,African Cup of Nations qualification,YaoundÃ©,Cameroon,False,Cameroon
2015-06-14,Colombia,Venezuela,0,1,Copa AmÃ©rica,Rancagua,Chile,True,Venezuela
2015-06-14,Egypt,Tanzania,3,0,African Cup of Nations qualification,Alexandria,Egypt,False,Egypt
2015-06-14,Lithuania,Switzerland,1,2,UEFA Euro qualification,Vilnius,Lithuania,False,Switzerland
2015-06-14,Russia,Austria,0,1,UEFA Euro qualification,Moscow,Russia,False,Austria
2015-06-14,Slovakia,North Macedonia,2,1,UEFA Euro qualification,Å½ilina,Slovakia,False,Slovakia
2015-06-14,Slovenia,England,2,3,UEFA Euro qualification,Ljubljana,Slovenia,False,England
2015-06-14,Sweden,Montenegro,3,1,UEFA Euro qualification,Solna,Sweden,False,Sweden
2015-06-14,Ukraine,Luxembourg,3,0,UEFA Euro qualification,Lviv,Ukraine,False,Ukraine
2015-06-15,Chile,Mexico,3,3,Copa AmÃ©rica,Santiago,Chile,False,TIE
2015-06-15,Ecuador,Bolivia,2,3,Copa AmÃ©rica,ValparaÃ­so,Chile,True,Bolivia
2015-06-15,Morocco,Tunisia,1,1,African Nations Championship,Casablanca,Morocco,False,TIE
2015-06-16,Argentina,Uruguay,1,0,Copa AmÃ©rica,La Serena,Chile,True,Argentina
2015-06-16,Italy,Portugal,0,1,Friendly,Geneva,Switzerland,True,Portugal
2015-06-16,Japan,Singapore,0,0,FIFA World Cup qualification,Saitama,Japan,False,TIE
2015-06-16,Kyrgyzstan,Australia,1,2,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,Australia
2015-06-16,Poland,Greece,0,0,Friendly,GdaÅsk,Poland,False,TIE
2015-06-16,Canada,Dominica,4,0,FIFA World Cup qualification,Toronto,Canada,False,Canada
2015-06-17,Brazil,Colombia,0,1,Copa AmÃ©rica,Santiago,Chile,True,Colombia
2015-06-18,Peru,Venezuela,1,0,Copa AmÃ©rica,ValparaÃ­so,Chile,True,Peru
2015-06-19,Chile,Bolivia,5,0,Copa AmÃ©rica,Santiago,Chile,False,Chile
2015-06-19,Mexico,Ecuador,1,2,Copa AmÃ©rica,Rancagua,Chile,True,Ecuador
2015-06-20,Argentina,Jamaica,1,0,Copa AmÃ©rica,ViÃ±a del Mar,Chile,True,Argentina
2015-06-20,Senegal,Gambia,3,1,African Nations Championship,Dakar,Senegal,False,Senegal
2015-06-20,Uruguay,Paraguay,1,1,Copa AmÃ©rica,La Serena,Chile,True,TIE
2015-06-21,Brazil,Venezuela,2,1,Copa AmÃ©rica,Santiago,Chile,True,Brazil
2015-06-21,Colombia,Peru,0,0,Copa AmÃ©rica,Temuco,Chile,True,TIE
2015-06-21,Morocco,Libya,3,0,African Nations Championship,Casablanca,Morocco,False,Morocco
2015-06-24,Chile,Uruguay,1,0,Copa AmÃ©rica,Santiago,Chile,False,Chile
2015-06-25,Bolivia,Peru,1,3,Copa AmÃ©rica,Temuco,Chile,True,Peru
2015-06-26,Argentina,Colombia,0,0,Copa AmÃ©rica,ViÃ±a del Mar,Chile,True,Argentina
2015-06-27,Brazil,Paraguay,1,1,Copa AmÃ©rica,ConcepciÃ³n,Chile,True,Paraguay
2015-06-27,Mexico,Costa Rica,2,2,Friendly,Orlando,United States,True,TIE
2015-06-29,Chile,Peru,2,1,Copa AmÃ©rica,Santiago,Chile,False,Chile
2015-06-30,Argentina,Paraguay,6,1,Copa AmÃ©rica,ConcepciÃ³n,Chile,True,Argentina
2015-07-01,Honduras,Mexico,0,0,Friendly,Houston,United States,True,TIE
2015-07-03,Peru,Paraguay,2,0,Copa AmÃ©rica,ConcepciÃ³n,Chile,True,Peru
2015-07-04,Chile,Argentina,0,0,Copa AmÃ©rica,Santiago,Chile,False,Chile
2015-07-07,Panama,Haiti,1,1,Gold Cup,Frisco,United States,True,TIE
2015-07-08,Costa Rica,Jamaica,2,2,Gold Cup,Carson,United States,True,TIE
2015-07-08,El Salvador,Canada,0,0,Gold Cup,Carson,United States,True,TIE
2015-07-09,Mexico,Cuba,6,0,Gold Cup,Chicago,United States,True,Mexico
2015-07-10,Honduras,Panama,1,1,Gold Cup,Foxborough,United States,True,TIE
2015-07-11,Costa Rica,El Salvador,1,1,Gold Cup,Houston,United States,True,TIE
2015-07-11,Jamaica,Canada,1,0,Gold Cup,Houston,United States,True,Jamaica
2015-07-12,Guatemala,Mexico,0,0,Gold Cup,Glendale,United States,True,TIE
2015-07-13,United States,Panama,1,1,Gold Cup,Kansas City,United States,False,TIE
2015-07-14,Canada,Costa Rica,0,0,Gold Cup,Toronto,Canada,False,TIE
2015-07-15,Trinidad and Tobago,Mexico,4,4,Gold Cup,Charlotte,United States,True,TIE
2015-07-19,Mexico,Costa Rica,1,0,Gold Cup,East Rutherford,United States,True,Mexico
2015-07-19,Trinidad and Tobago,Panama,1,1,Gold Cup,East Rutherford,United States,True,Panama
2015-07-22,Panama,Mexico,1,2,Gold Cup,Atlanta,United States,True,Mexico
2015-07-25,United States,Panama,1,1,Gold Cup,Chester,United States,False,Panama
2015-07-26,Jamaica,Mexico,1,3,Gold Cup,Philadelphia,United States,True,Mexico
2015-08-02,North Korea,Japan,2,1,EAFF Championship,Wuhan,China PR,True,North Korea
2015-08-05,Japan,South Korea,1,1,EAFF Championship,Wuhan,China PR,True,TIE
